구,동,단지명,지번주소,도로명주소,지상층(고),동수,세대수,관리사무소,데이터기준일자
수정구,신흥동,산성역 자이푸르지오 2단지,성남시 수정구 신흥동 6963,경기도 성남시 수정구 수정로 288,29,10,1270,031-744-5445,2024-07-05
수정구,신흥동,산성역 자이푸르지오 3단지,성남시 수정구 신흥동 6971,경기도 성남시 수정구 희망로 531,29,5,840,031-742-3330,2024-07-05
수정구,신흥동,산성역 자이푸르지오 4단지,성남시 수정구 신흥동 6970,경기도 성남시 수정구 희망로 533,26,3,812,031-749-0121,2024-07-05
분당구,대장동,판교포레나인9단지,성남시 분당구 대장동 625,경기도 성남시 분당구 판교대장로 71,18,4,221,031-711-2971,2024-07-05
중원구,상대원동,성남산단3단지 아파트,성남시 중원구 상대원동 252-1,경기도 성남시 중원구 갈마치로 241,4,1,194,031-732-7775,2024-07-05
분당구,대장동,판교SK뷰테라스,성남시 분당구 대장동 590,경기도 성남시 분당구 판교대장로7길 37,4,16,292,031-712-9942,2024-07-05
분당구,구미동, 까치마을금성백조연립,성남시 분당구 구미동 20,"경기도 성남시 분당구 미금일로90번길 11 (구미동, 까치마을금성백조빌라)",4,6,112,031-714-7997,2024-07-05
분당구,구미동, 까치마을우방우성빌라,성남시 분당구 구미동 75,"경기도 성남시 분당구 금곡로 201 (구미동, 까치마을우방,우성빌라)",3,8,108,031-712-4555,2024-07-05
분당구,구미동, 현대노블리스,성남시 분당구 구미동 82,"경기도 성남시 분당구 금곡로 171 (구미동, 현대노블리스)",4,2,22,031-713-3563,2024-07-05
분당구,구미동, 현대노블리스,성남시 분당구 구미동 83,"경기도 성남시 분당구 금곡로 171 (구미동, 현대노블리스)",4,2,22,031-713-3563,2024-07-05
분당구,구미동, 현대노블리스,성남시 분당구 구미동 84,"경기도 성남시 분당구 금곡로 171 (구미동, 현대노블리스)",4,2,24,031-713-3563,2024-07-05
분당구,구미동, 현대노블리스,성남시 분당구 구미동 85,"경기도 성남시 분당구 금곡로 171 (구미동, 현대노블리스)",4,2,24,031-713-3563,2024-07-05
분당구,구미동, 한양시티빌,성남시 분당구 구미동 116,"경기도 성남시 분당구 미금로 111 (구미동, 한양시티빌)",3,3,30,,2024-07-05
분당구,구미동, 무지개마을동아아파트,성남시 분당구 구미동 240,"경기도 성남시 분당구 구미로144번길 8 (구미동, 무지개마을)",17,3,132,031-715-1939,2024-07-05
분당구,구미동, 빌라트Y,성남시 분당구 구미동 278-1,"경기도 성남시 분당구 구미로174번길 6 (구미동, 빌라드Y)",4,6,36,031-713-7557,2024-07-05
분당구,금곡동,삼라마이다스빌,성남시 분당구 금곡동 208,"경기도 성남시 분당구 정자일로 21 (금곡동, 삼라마이다스빌)",16,1,74,031-717-4392,2024-07-05
분당구,대장동,힐스테이트 판교 엘포레 3단지,성남시 분당구 대장동 144,"경기도 성남시 분당구 판교대장로 117 (대장동, 힐스테이트판교엘포레3단지)",20,4,121,031-711-7392,2024-07-05
분당구,분당동, 샛별마을현대빌라,성남시 분당구 분당동 41,"경기도 성남시 분당구 불정로 308 (분당동, 샛별마을현대빌라)",3,8,66,031-702-2637,2024-07-05
분당구,분당동, 분당풍림아이원,성남시 분당구 분당동 92,"경기도 성남시 분당구 장안로51번길 6 (분당동, 분당풍림아이원)",3,3,35,,2024-07-05
분당구,분당동, 장안타운건영빌라,성남시 분당구 분당동 113,"경기도 성남시 분당구 서현로 471 (분당동, 장안타운건영빌라)",4,7,144,031-602-4413,2024-07-05
분당구,삼평동,판교푸르지오월드마크,성남시 분당구 삼평동 741,경기도 성남시 분당구 대왕판교로606번길 58 (삼평동),13,1,142,031-8017-1303,2024-07-05
분당구,서현동, 백산오페라하우스,성남시 분당구 서현동 320,"경기도 성남시 분당구 불정로406번길 14 (서현동, 백산오페라하우스)",4,2,42,031-703-9389,2024-07-05
분당구,서현동, 효자촌정도빌라,성남시 분당구 서현동 322,"경기도 성남시 분당구 불정로406번길 7 (서현동, 효자촌정도빌라)",4,7,144,031-708-0883,2024-07-05
분당구,서현동, 효자촌대명연립,성남시 분당구 서현동 323,"경기도 성남시 분당구 분당로263번길 67 (서현동, 효자촌대명연립)",4,6,144,031-701-5048,2024-07-05
분당구,서현동, 서현포스파크,"성남시 분당구 서현동 145,146-1","경기도 성남시 분당구 새마을로83번길 9 (서현동, 서현포스파크)",4,7,128,031-707-7893,2024-07-05
분당구,야탑동, 목련마을대진빌라,성남시 분당구 야탑동 158,"경기도 성남시 분당구 판교로 654 (야탑동, 목련마을대진빌라)",4,5,75,031-701-6189,2024-07-05
분당구,야탑동, 목련마을성환빌라,성남시 분당구 야탑동 176,"경기도 성남시 분당구 야탑로231번길 38 (야탑동, 목련마을성환빌라)",4,7,136,031-707-1423,2024-07-05
분당구,야탑동, 목련마을두원빌라,성남시 분당구 야탑동 182,"경기도 성남시 분당구 야탑로231번길 35 (야탑동, 목련마을두원빌리지)",4,7,124,031-704-1861,2024-07-05
분당구,야탑동, 목련마을미원빌라,성남시 분당구 야탑동 183,"경기도 성남시 분당구 야탑로231번길 45 (야탑동, 목련마을미원빌라)",4,4,108,031-703-4131 ,2024-07-05
분당구,야탑동, 매화마을청구빌라,성남시 분당구 야탑동 217,"경기도 성남시 분당구 벌말로50번길 9 (야탑동, 매화마을청구빌라)",4,7,136,031-708-0771,2024-07-05
분당구,야탑동, 매화마을대창,성남시 분당구 야탑동 267,"경기도 성남시 분당구 벌말로30번길 11 (야탑동, 매화마을대창파크빌)",4,6,112,031-708-1603,2024-07-05
분당구,야탑동, 매화마을화성빌리지,성남시 분당구 야탑동 270,"경기도 성남시 분당구 벌말로50번길 14 (야탑동, 매화마을화성빌리지)",4,7,116,031-707-1207,2024-07-05
분당구,야탑동, 중일빌라,성남시 분당구 야탑동 408,"경기도 성남시 분당구 판교로610번길 9 (야탑동, 중일빌라)",4,2,38,031-705-7415,2024-07-05
분당구,야탑동, 탑마을동아연립주택,성남시 분당구 야탑동 512,"경기도 성남시 분당구 성남대로 884-4 (야탑동, 탑마을동아연립주택)",4,6,115,031-701-2235,2024-07-05
분당구,야탑동, 진흥더블파크아파트,성남시 분당구 야탑동 519,"경기도 성남시 분당구 야탑로 162 (야탑동, 진흥더블파크)",15,2,142,031-707-0127,2024-07-05
분당구,운중동, 푸르지오하임,성남시 분당구 운중동 307,"경기도 성남시 분당구 하오개로 377 (운중동, 운중동 푸르지오하임)",4,11,144,031-8017-2732,2024-07-05
분당구,운중동,산운마을3단지 월든힐스,성남시 분당구 운중동 873,"경기도 성남시 분당구 산운로 55 (운중동, 산운마을판교월든힐스3단지아파트)",4,9,102,031-8017-8081,2024-07-05
분당구,운중동,산운마을2단지 월든힐스,성남시 분당구 운중동 874,"경기도 성남시 분당구 산운로 37 (운중동, 산운마을판교월든힐스2단지아파트)",4,9,100,031-8017-9905,2024-07-05
분당구,운중동,산운마을1단지  월드힐스,성남시 분당구 운중동 875,"경기도 성남시 분당구 산운로 7 (운중동, 산운마을)",4,8,98,031-8017-5512,2024-07-05
분당구,운중동, 판교금강펜테리움레전드,성남시 분당구 운중동 926,"경기도 성남시 분당구 판교원로 101 (운중동, 금강 펜테리움 레전드)",5,3,32,031-702-2290,2024-07-05
분당구,운중동,판교 동양파크타운,성남시 분당구 운중동 326-1 외5,"경기도 성남시 분당구 하오개로363번길 12 (운중동, 판교 동양파크타운)",4,1,20,,2024-07-05
분당구,운중동, 르씨트빌모트,성남시 분당구 운중동 379-4,"경기도 성남시 분당구 하오개로351번길 9 (운중동, 르씨트빌모트)",4,5,36,031-701-2350,2024-07-05
분당구,운중동 ,판교 파크하임 에비뉴,성남시 분당구 운중동  357-1 외4,"경기도 성남시 분당구 하오개로357번길 17 (운중동, 판교 파크하임 에비뉴)",4,7,49,,2024-07-05
분당구,율동,프라임힐즈,성남시 분당구 율동 272,"경기도 성남시 분당구 새마을로165번길 19 (율동, 프라임힐즈)",4,4,34,,2024-07-05
분당구,이매동,이매포스파크,성남시 분당구 이매동 296,"경기도 성남시 분당구 이매로123번길 12 (이매동, 이매포스파크)",4,7,144,031-781-2894,2024-07-05
분당구,이매동,베스티아6차 연립,성남시 분당구 이매동 334-1,"경기도 성남시 분당구 이매로 166 (이매동, 베스티아6차)",4,5,24,,2024-07-05
분당구,정자동,"동양정자파라곤 1단지(101, 102동)",성남시 분당구 정자동 14-3,"경기도 성남시 분당구 정자일로 210 (정자동, 동양정자파라곤)",17,1,16,031-717-0253,2024-07-05
분당구,정자동,"동양정자파라곤 2단지(103, 104동)",성남시 분당구 정자동 14-1,"경기도 성남시 분당구 정자일로 220 (정자동, 동양정자파라곤)",17,1,112,031-717-0253,2024-07-05
분당구,정자동,"동양정자파라곤 3단지(105, 106동)",성남시 분당구 정자동 13-1,"경기도 성남시 분당구 정자일로 230 (정자동, 동양정자파라곤)",17,1,120,031-717-0253,2024-07-05
분당구,정자동,성원 상떼뷰리젠시 (201동),성남시 분당구 정자동 12-2,"경기도 성남시 분당구 정자일로213번길 18 (정자동, 성원상떼뷰리젠시)",16,1,33,031-712-4856,2024-07-05
분당구,정자동,"성원 상떼뷰리젠시 (101, 102동)",성남시 분당구 정자동 12-3,"경기도 성남시 분당구 정자일로213번길 10 (정자동, 성원상떼뷰리젠시)",17,1,53,031-712-4856,2024-07-05
분당구,판교동, 판교원마을 4단지,성남시 분당구 판교동 631,"경기도 성남시 분당구 판교원로 186 (판교동, 판교원마을 아파트)",3,6,48,031-8016-7014,2024-07-05
수정구,단대동,희망아파트(통보 5차),성남시 수정구 단대동 127,"경기도 성남시 수정구 희망로506번길 13 (단대동, 희망아파트)",5,1,72,031-743-3962,2024-07-05
수정구,단대동,단대동 행복주택,성남시 수정구 단대동 130,"경기도 성남시 수정구 단대로23번길 26 (단대동, 단대동 행복주택)",7,1,60,031-710-3892,2024-07-05
수정구,단대동,선경단대아파트,성남시 수정구 단대동 188,"경기도 성남시 수정구 산성대로383번길 28 (단대동, 선경단대아파트)",5,1,60,031-733-5364,2024-07-05
수정구,단대동,훼밀리웰빙아파트,"성남시 수정구 단대동 185-13,-20","경기도 성남시 수정구 희망로 486 (단대동, 훼밀리웰빙아파트)",12,1,49,,2024-07-05
수정구,단대동,낙원아파트,"성남시 수정구 단대동 3, 3-2","경기도 성남시 수정구 수정로466번길 24 (단대동, 낙원아파트)",10,1,45,031-749-1025,2024-07-05
수정구,복정동,서울국제학교 교사주택,성남시 수정구 복정동 657-3,"경기도 성남시 수정구 성남대로1480번길 21-12 (복정동, 서울국제학교 교사주택)",4,4,55,031-750-1332,2024-07-05
수정구,수진동,MD아파트,성남시 수정구 수진동 2220,"경기도 성남시 수정구 산성대로 183 (수진동, MD아파트)",11,1,63,,2024-07-05
수정구,수진동,수진동 낙원스카이뷰,성남시 수정구 수진동 2934,경기도 성남시 수정구 수정로 94 (수진동),15,1,39,,2024-07-05
수정구,수진동,우리빌,성남시 수정구 수진동 2965,"경기도 성남시 수정구 수정로 80 (수진동, 우리빌)",14,1,84,,2024-07-05
수정구,수진동,와이엠프라젠1,성남시 수정구 수진동 3016,"경기도 성남시 수정구 성남대로 1210 (수진동, 와이엠프라젠1)",14,1,72,,2024-07-05
수정구,수진동,현대아파트,성남시 수정구 수진동 3379,"경기도 성남시 수정구 제일로147번길 4 (수진동, 현대아파트)",13,1,107,031-754-7523,2024-07-05
수정구,수진동,성남 밀란체3,성남시 수정구 수진동 3991,경기도 성남시 수정구 성남대로1194번길 3 (수진동),15,1,52,,2024-07-05
수정구,수진동,밀란체2,성남시 수정구 수진동 4002,"경기도 성남시 수정구 산성대로93번길 25 (수진동, 밀란체2)",14,1,96,,2024-07-05
수정구,수진동,세일띠아모아아파트,성남시 수정구 수진동 4539,"경기도 성남시 수정구 수정로 58 (수진동, 세일띠아모아파트)",13,1,30,,2024-07-05
수정구,수진동,밀란체1,성남시 수정구 수진동 4557,"경기도 성남시 수정구 성남대로 1215 (수진동, 밀란체1)",15,1,45,,2024-07-05
수정구,수진동,세븐빌,성남시 수정구 수진동 4569,"경기도 성남시 수정구 수정로56번길 18 (수진동, 세븐빌)",7,1,26,,2024-07-05
수정구,수진동,산호아파트,성남시 수정구 수진동 4660,"경기도 성남시 수정구 모란로 69 (수진동, 산호아파트)",14,1,78,031-753-0813,2024-07-05
수정구,수진동,동명빌라,성남시 수정구 수진동 4781,"경기도 성남시 수정구 모란로 23 (수진동, 동명빌라)",4,3,66,031-751-7665,2024-07-05
수정구,수진동,"수진동,모란아이하우스",성남시 수정구 수진동 4809,경기도 성남시 수정구 모란로 12 (수진동),13,1,149,031-751-8449,2024-07-05
수정구,시흥동,코오롱린든그로브,성남시 수정구 시흥동 320,"경기도 성남시 수정구 대왕판교로 801 (시흥동, KOLON LINDEN GROVE)",4,3,52,031-756-0855,2024-07-05
수정구,신흥동,신흥동 미래타운2차아파트,성남시 수정구 신흥동 65,"경기도 성남시 수정구 수정로 265 (신흥동, 신흥동 미래타운)",13,1,48,,2024-07-05
수정구,신흥동,예일 위-플러스아파트,성남시 수정구 신흥동 72,"경기도 성남시 수정구 수정로 263 (신흥동, 예일 위-플러스아파트)",14,1,49,,2024-07-05
수정구,신흥동,삼부르네상스 파크 I,성남시 수정구 신흥동 179,"경기도 성남시 수정구 수정로 312 (신흥동, 삼부르네상스 파크 I)",15,1,108,031-731-9084,2024-07-05
수정구,신흥동,신흥동 세일띠아모아파트,성남시 수정구 신흥동 950,"경기도 성남시 수정구 수정로 282 (신흥동, 세일띠아모아파트)",15,1,52,,2024-07-05
수정구,신흥동,삼부르네상스파크Ⅱ,성남시 수정구 신흥동 2476,"경기도 성남시 수정구 산성대로 305 (신흥동, 삼부르네상스파크Ⅱ)",20,1,134,031-731-3844,2024-07-05
수정구,신흥동,신흥센트리움,성남시 수정구 신흥동 3765,"경기도 성남시 수정구 수정남로144번길 10 (신흥동, 신흥센트리움)",13,1,24,,2024-07-05
수정구,신흥동,샤르망,성남시 수정구 신흥동 5180,"경기도 성남시 수정구 시민로 165 (신흥동, 샤르망)",15,1,117,,2024-07-05
수정구,신흥동,미래타운,성남시 수정구 신흥동 5542-3,"경기도 성남시 수정구 탄리로 62 (신흥동, 미래타운)",12,1,24,,2024-07-05
수정구,신흥동,셀레스빌,성남시 수정구 신흥동 125-2,"경기도 성남시 수정구 수정로 316 (신흥동, 우찬셀레스빌)",15,1,117,,2024-07-05
수정구,양지동,굿모닝 파크빌,성남시 수정구 양지동 6,"경기도 성남시 수정구 산성대로 601 (양지동, 굿모닝파크빌)",13,1,35,,2024-07-05
수정구,양지동,주원파크빌아파트,성남시 수정구 양지동 93,"경기도 성남시 수정구 수정로 566 (양지동, 주원파크빌아파트)",15,1,88,031-744-2134,2024-07-05
수정구,양지동,주원파크빌아파트(동양연립재건축),성남시 수정구 양지동 94,"경기도 성남시 수정구 수정로 568 (양지동, 주원파크빌아파트)",15,1,62,,2024-07-05
수정구,양지동,양우내안에아파트,성남시 수정구 양지동 1021,"경기도 성남시 수정구 논골로 24 (양지동, 양우내안애아파트)",15,2,67,031-742-4569,2024-07-05
수정구,양지동,성남통보3차양지아파트,성남시 수정구 양지동 743-1,"경기도 성남시 수정구 논골로 34 (양지동, 통보아파트)",6,1,78,031-732-1310,2024-07-05
수정구,양지동 ,연홍채 ,성남시 수정구 양지동  222,"경기도 성남시 수정구 산성대로539번길 3-5 (양지동, 연홍채)",10,1,27,,2024-07-05
수정구,창곡동,위례 보미리즌빌,성남시 수정구 창곡동 507,"경기도 성남시 수정구 위례광장로 82 (창곡동, 위례 보미리즌빌)",15,4,131,,2024-07-05
수정구,창곡동,위례 아트리버 푸르지오 2단지,성남시 수정구 창곡동 529,"경기도 성남시 수정구 위례순환로 130 (창곡동, 위례 아트리버 푸르지오)",14,4,90,031-751-2124,2024-07-05
수정구,창곡동,위례 아트리버 푸르지오 1단지,성남시 수정구 창곡동 530,"경기도 성남시 수정구 위례광장로 70 (창곡동, 위례 아트리버 푸르지오 1단지)",15,4,124,031-751-2124,2024-07-05
수정구,태평동,삼오아트빌,성남시 수정구 태평동 3505,"경기도 성남시 수정구 수정로135번길 4 (태평동, 삼오아트빌)",12,1,28,,2024-07-05
수정구,태평동,태평동 낙원스카이뷰,성남시 수정구 태평동 3659,"경기도 성남시 수정구 수정로 131 (태평동, 낙원스카이뷰)",15,1,72,,2024-07-05
수정구,태평동,낙원스카이뷰2,성남시 수정구 태평동 6146,"경기도 성남시 수정구 성남대로 1254 (태평동, 낙원스카이뷰2)",15,1,52,,2024-07-05
수정구,태평동,동인트루빌2,성남시 수정구 태평동 6455,"경기도 성남시 수정구 수정로 81 (태평동, 동인트루빌)",14,1,72,031-721-0237,2024-07-05
수정구,태평동,삼능스페이스향,성남시 수정구 태평동 6513,"경기도 성남시 수정구 성남대로 1238 (태평동, 삼능스페이스향)",15,1,64,,2024-07-05
수정구,태평동,태평맨션,성남시 수정구 태평동 7113,"경기도 성남시 수정구 모란로 123 (태평동, 태평연립주택)",3,2,30,,2024-07-05
수정구,태평동,태평아파트,성남시 수정구 태평동 7330,"경기도 성남시 수정구 시민로 192 (태평동, 태평아파트)",5,3,80,031-751-3658,2024-07-05
수정구,태평동,크란츠 힐,성남시 수정구 태평동 7337,"경기도 성남시 수정구 수정북로 120 (태평동, 크란츠힐)",9,1,63,,2024-07-05
수정구,태평동,가천대역동부센트레빌2단지,성남시 수정구 태평동 7344,경기도 성남시 수정구 제일로 244 (태평동),14,4,115,031-758-5506,2024-07-05
수정구,태평동,센트럴아파트,성남시 수정구 태평동 7345,"경기도 성남시 수정구 수정로25번길 21 (태평동, 센트럴아파트)",6,1,38,,2024-07-05
수정구,태평동, 통보아파트2차,성남시 수정구 태평동 2991-2,"경기도 성남시 수정구 남문로 85 (태평동, 통보아파트2차)",5,1,45,,2024-07-05
수정구,태평동,주민태평동락커뮤니티,성남시 수정구 태평동 7288-11,"경기도 성남시 수정구 수정북로 92 (태평동, 태평동락커뮤니티)",12,1,78,,2024-07-05
중원구,금광동,현대아파트,성남시 중원구 금광동 2627,"경기도 성남시 중원구 광명로395번길 7 (금광동, 현대아파트)",13,2,124,031-745-0725,2024-07-05
중원구,금광동,금광시장,성남시 중원구 금광동 4622,경기도 성남시 중원구 산성대로426번길 5 (금광동),5,2,42,,2024-07-05
중원구,도촌동,동분당 KCC스위첸파티오 1단지,성남시 중원구 도촌동 639,"경기도 성남시 중원구 도촌남로 70-16 (도촌동, 동분당 KCC스위첸파티오 1단지)",3,17,153,031-752-0215,2024-07-05
중원구,도촌동,동분당 KCC스위첸파티오 2단지,성남시 중원구 도촌동 705,"경기도 성남시 중원구 도촌남로 88 (도촌동, 동분당 KCC스위첸파티오)",3,11,50,031-759-8801,2024-07-05
중원구,상대원동, 궁전아파트,성남시 중원구 상대원동 179,"경기도 성남시 중원구 순환로 188 (상대원동, 궁전아파트)",5,7,268,031-742-1449,2024-07-05
중원구,상대원동,월드뷰 아파트,성남시 중원구 상대원동 5026,"경기도 성남시 중원구 희망로 323 (상대원동, 월드뷰 아파트)",13,1,33,,2024-07-05
중원구,상대원동,현성아름빌아파트,성남시 중원구 상대원동 2993-3,"경기도 성남시 중원구 금상로 39 (상대원동, 현성아름빌아파트)",11,1,40,031-747-6377,2024-07-05
중원구,성남동,동부주택 브리앙뜨2,성남시 중원구 성남동 2163,"경기도 성남시 중원구 광명로 115 (성남동, 동부주택브리앙뜨)",15,1,84,,2024-07-05
중원구,성남동,나래주상복합아파트,성남시 중원구 성남동 2258,경기도 성남시 중원구 광명로 77 (성남동),10,1,24,,2024-07-05
중원구,성남동,동부주택 브리앙뜨,성남시 중원구 성남동 2292,"경기도 성남시 중원구 광명로 55 (성남동, 동부주택브리앙뜨)",15,1,36,,2024-07-05
중원구,성남동,성남동 S.N블르버드,성남시 중원구 성남동 2334,"경기도 성남시 중원구 광명로 86-4 (성남동, S.N블르버드)",12,1,39,,2024-07-05
중원구,성남동,신동아 파밀리에,성남시 중원구 성남동 2396,"경기도 성남시 중원구 광명로100번길 4 (성남동, 신동아파밀리에)",14,1,87,031-759-6007,2024-07-05
중원구,성남동,성남동 세종그랑시아,성남시 중원구 성남동 2487,"경기도 성남시 중원구 광명로100번길 5 (성남동, 세종그랑시아)",13,1,62,,2024-07-05
중원구,성남동,성남동 그린빌아파트,성남시 중원구 성남동 2493,"경기도 성남시 중원구 광명로 108 (성남동, 그린빌아파트)",13,1,37,031-757-4624,2024-07-05
중원구,성남동,중앙아파트,성남시 중원구 성남동 2992,"경기도 성남시 중원구 원터로93번길 19 (성남동, 중앙아파트)",6,1,36,,2024-07-05
중원구,성남동,수산리치빌,성남시 중원구 성남동 3141,"경기도 성남시 중원구 산성대로 132 (성남동, 수산리치빌)",13,1,22,031-755-6890,2024-07-05
중원구,성남동,쉐르진아파트,성남시 중원구 성남동 3264,"경기도 성남시 중원구 광명로 28 (성남동, 쉐르진아파트)",14,1,36,,2024-07-05
중원구,성남동,부남프라자,성남시 중원구 성남동 3279,"경기도 성남시 중원구 제일로73번길 20 (성남동, 부남프라자)",13,1,34,031-721-3279,2024-07-05
중원구,성남동,양지참빛아파트,성남시 중원구 성남동 3283,"경기도 성남시 중원구 광명로 38 (성남동, 양지참빛아파트)",14,1,40,031-722-1127,2024-07-05
중원구,성남동,크란츠빌2,성남시 중원구 성남동 3287,"경기도 성남시 중원구 제일로73번길 16 (성남동, 크란츠빌Ⅱ)",15,1,85,031-752-5868,2024-07-05
중원구,성남동,우원아파트(우원파크빌),성남시 중원구 성남동 3300,"경기도 성남시 중원구 제일로 73 (성남동, 우원아파트)",11,1,30,,2024-07-05
중원구,성남동,성남동 렉스아파트,성남시 중원구 성남동 3301,"경기도 성남시 중원구 제일로 69 (성남동, 렉스아파트)",13,1,44,,2024-07-05
중원구,성남동,금오아파트,성남시 중원구 성남동 3747,"경기도 성남시 중원구 광명로42번길 23 (성남동, 금오아파트)",12,1,90,031-758-6697,2024-07-05
중원구,성남동,띠아모아파트,성남시 중원구 성남동 3753,"경기도 성남시 중원구 제일로63번길 5 (성남동, 띠아모아파트)",10,1,21,,2024-07-05
중원구,성남동,예건체리쉬,성남시 중원구 성남동 3754,"경기도 성남시 중원구 제일로 63 (성남동, 예건체리쉬)",10,1,27,,2024-07-05
중원구,성남동,SR HIGHONE 하이원,성남시 중원구 성남동 3755,"경기도 성남시 중원구 제일로 59 (성남동, 하이원)",12,1,44,031-722-4624,2024-07-05
중원구,성남동,대동다숲아파트,성남시 중원구 성남동 3757,"경기도 성남시 중원구 제일로 55 (성남동, 대동다숲아파트)",14,1,62,031-721-8149,2024-07-05
중원구,성남동,한빛스위트아파트,성남시 중원구 성남동 4031,"경기도 성남시 중원구 성남대로1130번길 26 (성남동, 한빛스위티아파트)",12,1,123,031-721-5611,2024-07-05
중원구,성남동,로그인한진아파트,성남시 중원구 성남동 4859,"경기도 성남시 중원구 성남대로1139번길 11 (성남동, 로그인 한진아파트)",6,1,48,,2024-07-05
중원구,성남동,프레젠티아,성남시 중원구 성남동 4949,"경기도 성남시 중원구 산성대로80번길 8 (성남동, 프레젠티아)",6,1,71,,2024-07-05
중원구,은행동,은행동 주공 2차,성남시 중원구 은행동 550,"경기도 성남시 중원구 산성대로552번길 15 (은행동, 은행주공아파트)",5,3,110,,2024-07-05
중원구,중앙동,성남중동3휴먼시아,성남시 중원구 중앙동 711,"경기도 성남시 중원구 희망로 413 (중앙동, 휴먼시아아파트)",16,2,127,031-731-6357,2024-07-05
중원구,중앙동,제일연립,성남시 중원구 중앙동 6-5,"경기도 성남시 중원구 산성대로360번길 9 (중앙동, 연립주택)",3,1,42,,2024-07-05
중원구,하대원동,비제이 위채아파트,성남시 중원구 하대원동 111,"경기도 성남시 중원구 제일로 22 (하대원동, 비제이 위채아파트)",4,1,48,,2024-07-05
중원구,하대원동,초이스탑,성남시 중원구 하대원동 332,경기도 성남시 중원구 마지로134번길 24 (하대원동),15,1,60,,2024-07-05
중원구,하대원동,와이엠프라젠,성남시 중원구 하대원동 100-3,"경기도 성남시 중원구 성남대로 1108 (하대원동, 와이엠프라젠)",15,1,52,,2024-07-05
중원구,하대원동,주원파크빌,성남시 중원구 하대원동 105-2,"경기도 성남시 중원구 둔촌대로 154 (하대원동, 주원파크빌)",15,1,70,031-751-5641,2024-07-05
중원구,하대원동,금오베스트샵,성남시 중원구 하대원동 105-7,"경기도 성남시 중원구 마지로 49 (하대원동, 금오베스트샵아파트)",10,1,29,,2024-07-05
중원구,하대원동, 제일아파트,성남시 중원구 하대원동 111-7,"경기도 성남시 중원구 둔촌대로190번길 2 (하대원동, 제일아파트)",6,2,132,031-755-4631,2024-07-05
중원구,하대원동, 상일아파트,성남시 중원구 하대원동 137-5,"경기도 성남시 중원구 시민로6번길 5 (하대원동, 상일아파트)",5,1,40,031-755-1532,2024-07-05
중원구,하대원동, 태연스카이빌,성남시 중원구 하대원동 143-1,"경기도 성남시 중원구 둔촌대로 274 (하대원동, 태연스카이빌)",17,1,120,031-753-4450,2024-07-05
중원구,하대원동, 대원아파트,성남시 중원구 하대원동 155-2,"경기도 성남시 중원구 둔촌대로280번길 12 (하대원동, 대원아파트)",6,1,96,,2024-07-05
중원구,하대원동,이안 모란 센트럴파크 아파트,성남시 중원구 하대원동 147-5,경기도 성남시 중원구 마지로 133,13,3,74,031-751-8005,2024-07-05
수정구,고등동,판교밸리자이 1단지,성남시 수정구 고등동 582,경기도 성남시 수정구 대왕판교로 995,14,3,130,,2024-07-05
수정구,고등동,판교밸리자이 2단지,성남시 수정구 고등동 585,경기도 성남시 수정구 대왕판교로 981,14,3,130,,2024-07-05
수정구,고등동,판교밸리자이 3단지,성남시 수정구 고등동 601,경기도 성남시 수정구 대왕판교로 961,14,2,90,,2024-07-05
중원구,금광동,중앙하이츠금광프리미엄 아파트,성남시 중원구 금광동 4863,경기도 성남시 중원구 광명로 359,15,1,41,,2024-07-05
